City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
668,Barra,BR,72.97,clear sky,-11.0894,-43.1417,Motel Albatroz
670,Yola,NG,73.13,light rain,9.2,12.4833,Muna Hotel
673,Magistralnyy,RU,79.03,clear sky,56.1725,107.4458,Магистраль
675,Sheridan,US,89.78,clear sky,44.8333,-106.9173,Comfort Inn & Suites
676,Korla,CN,89.37,clear sky,41.7597,86.1469,Gulisitan Hotel
678,Sarkand,KZ,79.47,scattered clouds,45.41,79.9186,Гостиница Сарканд
679,Redmond,US,84.16,clear sky,47.674,-122.1215,Seattle Marriott Redmond
683,Sarwar,IN,78.87,overcast clouds,26.0667,75.0,सैनी समाज भवन न.2
685,Ugoofaaru,MV,82.06,overcast clouds,5.6667,73.0,Ungoofaaru Inn
695,Sibolga,ID,83.16,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
699,Puerto Escondido,MX,83.23,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
700,Brindisi,IT,76.5,clear sky,40.5833,17.6667,Agriturismo Tibitone
701,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
703,Oriximina,BR,78.22,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
705,Meulaboh,ID,81.25,broken clouds,4.1363,96.1285,Kost Pria
706,Khipro,PK,84.49,overcast clouds,25.8285,69.3772,Mukesh Bhojraj Khatri Graphix Khipro
